location,size,total_sqft,bath,price,enc_loc
Kundalahalli,2,1010.0,2,48.27,143
others,2,1200.0,2,55.0,219
Bellandur,2,982.0,2,37.28,41
Kengeri,2,750.0,2,36.5,128
Electronic City,2,919.0,2,35.0,70
Budigere,2,1087.0,2,54.3,50
others,3,1480.0,3,74.0,219
Tindlu,2,1180.0,2,52.0,202
Jigani,3,1221.0,3,65.0,106
Thanisandra,3,2072.0,3,122.0,199
Whitefield,3,1600.0,3,69.0,213
Sahakara Nagar,3,2200.0,3,98.0,182
Hennur Road,2,1061.0,2,54.92,90
Marathahalli,3,1950.0,3,115.0,153
Marathahalli,2,1250.0,2,68.0,153
Hennur Road,3,1585.0,2,80.0,90
Kammasandra,2,1015.0,2,37.0,118
Marathahalli,2,1125.0,2,56.8,153
Electronic City Phase II,2,1116.0,2,40.0,71
Raja Rajeshwari Nagar,2,1419.0,2,60.42,176
others,3,1310.0,2,55.0,219
Kaggadasapura,2,1240.0,2,58.58,111
Budigere,3,1820.0,3,89.0,50
Hosa Road,2,1245.0,2,62.0,95
GM Palaya,3,1315.0,3,65.0,74
Kenchenahalli,3,1410.0,2,73.0,127
Dasarahalli,2,1375.0,2,60.0,61
others,2,993.0,2,45.5,219
Bommasandra Industrial Area,2,1200.0,3,45.0,48
others,1,6000.0,1,276.0,219
others,1,825.0,2,40.0,219
Gottigere,3,1500.0,3,63.0,77
Akshaya Nagar,3,1890.0,4,100.0,12
Hulimavu,2,850.0,1,39.5,99
Whitefield,2,1295.0,2,78.5,213
2nd Stage Nagarbhavi,4,3000.0,3,170.0,3
others,3,1320.0,2,60.0,219
Raja Rajeshwari Nagar,3,1693.0,3,71.38,176
Babusapalaya,2,1305.0,2,70.0,25
Kodichikkanahalli,1,450.0,1,18.0,131
Whitefield,3,1991.0,3,104.0,213
Battarahalli,3,1779.0,3,90.0,38
Banaswadi,2,870.0,2,38.0,32
Yelahanka,3,1614.0,3,93.0,215
Electronic City Phase II,3,1150.0,3,46.0,71
Sonnenahalli,3,1610.0,3,80.48,194
others,2,1050.0,2,50.0,219
others,1,600.0,1,33.0,219
others,3,1569.0,3,70.0,219
others,3,2600.0,3,147.0,219
Bannerghatta Road,2,1215.0,2,68.0,35
Varthur Road,2,1255.0,2,52.76,207
others,2,1020.0,2,49.0,219
Singasandra,2,1120.0,2,60.0,191
Kasavanhalli,3,1225.0,2,69.0,123
Whitefield,4,5200.0,5,242.0,213
Bommasandra,2,1127.0,2,45.0,47
Whitefield,3,1655.0,3,97.0,213
Varthur,3,1200.0,3,68.38,206
Kaggadasapura,2,1000.0,2,43.0,111
CV Raman Nagar,2,1225.0,2,47.88,51
Sahakara Nagar,2,1175.0,2,49.0,182
others,1,655.0,1,27.0,219
CV Raman Nagar,2,1000.0,2,38.5,51
Kanakpura Road,3,1050.0,2,59.0,120
Somasundara Palya,3,1275.0,2,52.0,192
others,2,927.0,2,50.0,219
Varthur,3,1520.0,2,61.0,206
Sarjapur  Road,3,1773.5,2,85.125,185
Haralur Road,3,1650.0,3,100.0,84
Billekahalli,2,950.0,2,58.11,44
others,2,1175.0,2,48.72,219
8th Phase JP Nagar,2,1089.0,2,43.55,8
Hoodi,2,1257.0,2,68.5,91
Vidyaranyapura,2,945.0,2,40.0,208
Koramangala,2,1161.0,2,63.85,137
Jalahalli,3,1310.0,2,60.0,104
others,2,750.0,2,28.0,219
Whitefield,3,1200.0,3,67.77,213
others,2,1000.0,2,45.0,219
Old Madras Road,4,4000.0,4,225.0,169
Nagavara,2,1315.0,2,70.0,163
Padmanabhanagar,3,1250.0,2,70.0,170
Horamavu Agara,3,1284.0,2,75.0,92
Haralur Road,3,1580.0,3,73.0,84
Akshaya Nagar,3,2650.0,3,125.0,12
Uttarahalli,2,1075.0,2,40.0,205
R.T. Nagar,3,1400.0,2,78.0,174
Subramanyapura,3,1400.0,2,55.0,195
Gunjur,2,1175.0,2,43.48,80
Sarjapur  Road,4,1800.0,3,90.0,185
Kasavanhalli,2,1375.0,2,78.0,123
others,2,985.0,2,57.0,219
Marathahalli,2,1200.0,2,53.0,153
Hulimavu,2,1000.0,2,45.0,99
BTM Layout,3,1540.0,2,78.0,24
Uttarahalli,3,1580.0,3,60.0,205
others,2,1200.0,2,61.0,219
Padmanabhanagar,2,1150.0,2,45.0,170
Sarjapur  Road,5,7800.0,6,385.0,185
others,3,1765.0,3,77.27,219
Bannerghatta Road,3,1894.0,3,115.0,35
others,3,1768.0,3,95.0,219
Kothanur,3,1790.0,3,97.0,139
Mahadevpura,2,1137.0,2,53.4,149
AECS Layout,2,1308.0,2,60.0,10
others,1,800.0,1,32.0,219
Bisuvanahalli,3,873.0,2,40.0,45
Dommasandra,2,1090.0,2,43.5,68
Sarjapur  Road,3,1550.0,2,89.0,185
Ramagondanahalli,2,1251.0,2,50.0,179
Electronic City,2,1070.0,2,53.0,70
Kalena Agrahara,2,1200.0,2,45.0,114
CV Raman Nagar,3,1435.0,2,60.0,51
Judicial Layout,4,2330.0,3,94.71,107
Thanisandra,2,1200.0,2,60.0,199
Panathur,2,1000.0,2,40.0,172
Bannerghatta Road,3,1655.0,2,62.89,35
others,1,600.0,1,35.0,219
Electronics City Phase 1,2,1175.0,2,50.0,72
Budigere,2,1149.0,2,65.0,50
Jakkur,3,1745.0,2,98.485,103
others,2,1010.0,2,55.0,219
Banashankari,2,1330.0,2,77.0,27
Hormavu,2,1200.0,2,68.0,94
Bannerghatta Road,3,1693.0,3,89.0,35
Margondanahalli,2,900.0,2,55.0,154
NGR Layout,2,1020.0,2,46.0,159
Amruthahalli,3,1700.0,3,77.0,15
Panathur,1,661.0,1,40.0,172
Bannerghatta Road,2,1280.0,2,60.16,35
Hosur Road,2,1170.0,2,48.0,98
Sarjapur  Road,2,1150.0,2,44.0,185
Akshaya Nagar,3,1419.0,2,87.0,12
Banashankari,2,1200.0,2,49.0,27
7th Phase JP Nagar,2,1120.0,2,65.0,7
Electronics City Phase 1,1,762.5,1,45.4,72
Electronics City Phase 1,2,1245.0,2,75.0,72
others,3,1800.0,3,85.0,219
CV Raman Nagar,2,1020.0,2,55.0,51
Gunjur,3,1362.0,3,62.63,80
Yelahanka,1,694.0,1,30.84,215
Vittasandra,2,1404.0,2,70.0,212
Electronic City Phase II,3,1192.0,2,47.0,71
Vittasandra,2,1259.0,2,67.48,212
Rachenahalli,2,985.0,2,49.97,175
others,2,1190.0,2,48.6,219
Sarjapur,2,1175.0,2,42.0,184
Gubbalala,3,1435.0,2,80.0,79
Choodasandra,2,725.0,2,36.0,57
others,3,1600.0,2,88.0,219
Nehru Nagar,3,1674.0,3,90.0,166
Padmanabhanagar,3,1350.0,3,71.55,170
Horamavu Agara,2,1145.0,2,41.21,92
7th Phase JP Nagar,2,1100.0,3,60.0,7
Kanakpura Road,3,1600.0,3,90.0,120
Raja Rajeshwari Nagar,3,1630.0,3,60.65,176
Hennur Road,2,1020.0,2,45.0,90
Hosakerehalli,3,1410.0,2,53.58,96
Banaswadi,2,1200.0,2,60.0,32
Old Airport Road,2,1050.0,2,50.0,168
others,1,500.0,1,20.0,219
Anekal,2,620.0,1,23.5,18
8th Phase JP Nagar,3,1605.0,2,65.0,8
Thanisandra,3,1917.0,3,110.0,199
Sarjapur  Road,3,1400.0,3,55.0,185
Hebbal,3,1110.0,3,59.0,86
HSR Layout,2,1142.0,2,65.0,83
others,3,1500.0,2,75.0,219
others,3,1176.0,2,45.0,219
Kammanahalli,2,1100.0,2,60.0,117
6th Phase JP Nagar,2,1216.0,2,60.0,6
others,3,1425.0,3,55.0,219
Kadubeesanahalli,3,1424.0,2,75.0,109
Babusapalaya,2,1450.0,2,55.99,25
Raja Rajeshwari Nagar,2,1160.0,2,70.0,176
others,3,2000.0,2,95.0,219
Uttarahalli,2,1125.0,2,47.65,205
Old Madras Road,4,3900.0,4,175.0,169
Arekere,2,1240.0,2,60.0,21
Devanahalli,3,1466.0,3,77.59,62
Akshaya Nagar,2,1300.0,2,54.0,12
others,3,1320.0,2,55.0,219
Rayasandra,3,1601.0,3,70.0,181
Whitefield,2,1115.0,2,55.0,213
others,2,1322.0,2,61.99,219
others,3,1450.0,2,65.0,219
Banashankari,2,1185.0,2,67.0,27
Whitefield,3,3450.0,4,208.0,213
Budigere,1,693.0,1,27.375,50
Devanahalli,1,775.0,1,39.0,62
Hoodi,2,1000.0,2,48.0,91
others,2,820.0,2,30.0,219
Ramagondanahalli,2,1151.0,2,43.6,179
Hulimavu,3,1320.0,2,59.0,99
others,3,1450.0,3,68.0,219
Devanahalli,1,1020.0,2,49.87,62
Somasundara Palya,3,1650.0,3,95.0,192
Brookefield,2,1089.0,2,49.0,49
Yelahanka,2,1115.0,2,60.0,215
Kudlu Gate,2,1215.0,2,45.0,141
Sarjapur  Road,2,1194.0,2,51.0,185
Electronic City,3,1571.0,3,83.0,70
Budigere,1,664.0,1,35.4,50
 Devarachikkanahalli,2,1230.0,2,58.0,0
Hegde Nagar,2,1340.0,2,72.0,88
Kanakpura Road,1,525.0,2,29.25,120
Gunjur,2,1071.0,2,51.0,80
Sector 2 HSR Layout,3,1512.0,3,80.0,187
Kalyan nagar,2,1190.0,2,60.0,115
Kanakpura Road,2,1283.0,2,63.22,120
Mallasandra,2,1325.0,2,73.0,150
Banaswadi,3,1600.0,3,74.5,32
Kanakpura Road,2,800.0,2,41.145,120
Hennur,2,1100.0,2,44.55,89
Yelachenahalli,3,1365.0,2,72.0,214
Hosur Road,2,1250.0,2,55.0,98
Bellandur,2,1170.0,2,46.79,41
Electronic City,3,1350.0,3,66.0,70
Nagasandra,4,2400.0,4,145.0,162
others,3,2159.0,3,120.0,219
TC Palaya,3,1200.0,2,66.0,197
Whitefield,2,1074.0,2,42.79,213
others,3,1200.0,3,72.0,219
Tumkur Road,1,728.5,1,31.315,203
Bommanahalli,3,1660.0,2,100.0,46
Mahadevpura,3,1601.0,3,95.0,149
Begur Road,2,952.0,2,42.0,40
others,2,1166.0,2,65.0,219
Electronic City Phase II,4,1900.0,3,97.0,71
Yelenahalli,2,1175.0,2,50.0,217
Bharathi Nagar,2,1432.0,2,68.0,42
Bommasandra Industrial Area,2,1005.0,2,39.77,48
Rajiv Nagar,2,1309.0,2,80.0,178
Begur Road,3,1565.0,2,56.34,40
others,2,940.0,2,56.0,219
others,2,1015.0,2,40.1,219
Whitefield,2,1100.0,2,52.0,213
others,3,1400.0,3,69.0,219
others,3,1645.0,3,95.0,219
Kalyan nagar,2,1086.0,2,44.5,115
Kengeri,1,416.0,1,18.0,128
Hennur Road,2,1066.0,2,52.23,90
OMBR Layout,3,1730.0,3,93.0,167
Balagere,2,1205.0,2,63.86,26
Subramanyapura,2,960.0,2,55.0,195
Haralur Road,3,1510.0,3,83.05,84
others,4,1600.0,4,90.0,219
Hormavu,3,1553.0,2,58.23,94
Seegehalli,2,1134.0,2,45.0,188
Whitefield,4,2400.0,4,143.0,213
others,2,1350.0,2,65.0,219
Sarjapur,2,1032.0,2,42.0,184
others,3,1998.0,3,117.0,219
Murugeshpalya,2,1225.0,2,48.0,157
Sarjapur  Road,2,1262.0,2,67.0,185
others,2,1300.0,2,60.0,219
Kothannur,2,1070.0,2,38.6,138
Balagere,2,1012.0,2,53.58,26
Kadugodi,2,1394.0,2,56.0,110
Amruthahalli,3,1450.0,2,85.0,15
Horamavu Agara,2,1000.0,2,46.0,92
Kogilu,2,952.0,2,49.0,135
Mysore Road,3,1410.0,2,64.0,158
Hennur,2,960.0,2,48.0,89
Channasandra,2,808.0,2,40.0,53
Kodichikkanahalli,2,907.0,2,38.5,131
Uttarahalli,2,1300.0,2,55.0,205
others,3,1350.0,3,81.0,219
others,2,826.0,2,36.0,219
6th Phase JP Nagar,2,1460.0,2,80.0,6
BTM 2nd Stage,2,965.0,2,56.0,23
Kothannur,4,2000.0,4,95.0,138
Bhoganhalli,3,1395.0,2,70.0,43
others,2,935.0,2,35.0,219
Banashankari Stage V,3,1315.0,2,49.0,30
Yelahanka,3,2317.0,4,140.0,215
others,4,2200.0,3,115.0,219
Yeshwanthpur,1,666.0,1,36.8,218
7th Phase JP Nagar,2,1174.0,2,47.0,7
Budigere,2,1153.0,2,56.7,50
Sarjapur  Road,2,1060.0,2,50.0,185
Banashankari,2,1000.0,2,50.0,27
Kanakpura Road,3,1843.0,3,88.0,120
Kaval Byrasandra,2,1125.0,2,41.5,126
Battarahalli,3,1516.0,3,65.0,38
Brookefield,2,1130.0,2,56.0,49
Thanisandra,3,1491.0,3,88.0,199
Banashankari,3,1650.0,3,90.75,27
Raja Rajeshwari Nagar,2,1140.0,2,48.7,176
Thanisandra,3,1881.0,3,95.0,199
Kanakpura Road,3,1100.0,3,56.57,120
Whitefield,2,1197.0,2,50.0,213
Gollarapalya Hosahalli,3,1345.0,3,60.0,76
Bannerghatta Road,4,3230.0,5,165.0,35
Hennur Road,2,973.0,2,56.0,90
Hosa Road,1,800.0,1,39.99,95
Nagavara,2,1077.0,2,50.0,163
others,1,672.0,1,27.0,219
Electronics City Phase 1,2,865.0,2,40.0,72
CV Raman Nagar,2,1285.0,2,65.0,51
Thanisandra,1,662.0,1,29.0,199
others,3,1850.0,3,95.0,219
Bellandur,2,1150.0,2,69.44,41
others,2,1125.0,2,48.0,219
Balagere,1,645.0,1,34.18,26
Rachenahalli,2,1050.0,2,52.08,175
Panathur,2,1040.0,2,41.6,172
Whitefield,3,3596.0,3,200.0,213
others,3,1365.0,3,54.0,219
Electronic City,3,1050.0,2,39.0,70
Yelahanka,3,1653.0,3,93.0,215
others,3,1471.0,2,75.0,219
Kudlu Gate,2,812.0,2,38.25,141
8th Phase JP Nagar,3,1504.0,2,83.0,8
Mahadevpura,3,1450.0,3,75.0,149
Kannamangala,2,957.0,2,54.5,121
Budigere,3,1820.0,3,85.0,50
others,1,520.0,2,29.0,219
Gottigere,2,1280.0,2,61.0,77
Kanakpura Road,3,1550.0,3,65.1,120
others,2,1300.0,2,60.0,219
Yelahanka New Town,3,1209.0,2,65.0,216
Sarjapur  Road,3,1929.0,4,101.0,185
Whitefield,3,1275.0,2,65.0,213
Electronic City,2,1128.0,2,65.58,70
Akshaya Nagar,2,1000.0,2,38.0,12
others,3,1477.0,2,75.0,219
Sarjapur  Road,3,1525.0,2,65.0,185
others,2,2000.0,2,120.0,219
others,2,1220.0,2,65.0,219
Whitefield,2,1141.0,2,62.0,213
Vijayanagar,2,1046.0,2,49.06,209
Bannerghatta Road,1,630.0,1,35.0,35
others,2,1247.0,2,62.35,219
Marathahalli,4,3855.0,4,220.0,153
others,2,850.0,2,32.5,219
Jakkur,3,1798.0,3,110.0,103
Bisuvanahalli,3,1180.0,2,45.0,45
TC Palaya,2,1100.0,2,65.0,197
Whitefield,2,1495.0,3,88.0,213
others,2,1256.0,2,65.0,219
Bhoganhalli,3,1458.0,3,78.45,43
Hoodi,2,1063.0,2,61.17,91
Garudachar Palya,2,1150.0,2,52.5,75
Marathahalli,3,1605.0,3,76.0,153
LB Shastri Nagar,2,1250.0,2,48.5,144
Uttarahalli,2,980.0,2,45.0,205
others,3,1428.0,2,70.0,219
JP Nagar,3,2050.0,3,82.0,102
others,2,1407.0,2,83.87,219
Whitefield,3,1585.0,3,84.0,213
others,2,900.0,2,45.0,219
Kanakpura Road,3,1843.0,3,96.2,120
others,2,1200.0,2,67.0,219
Akshaya Nagar,2,1113.0,2,52.0,12
Anekal,3,1150.0,3,45.0,18
Kodichikkanahalli,2,1181.0,2,57.0,131
Kanakpura Road,3,1550.0,3,64.7,120
Hennur,2,1020.0,2,48.0,89
Kanakpura Road,3,1500.0,3,72.99,120
Kaval Byrasandra,2,1180.0,2,60.0,126
Channasandra,2,1010.0,2,36.0,53
Marathahalli,2,1350.0,2,60.0,153
Talaghattapura,2,1100.0,2,50.0,198
Kanakpura Road,3,1450.0,2,62.93,120
others,1,600.0,2,35.0,219
others,2,700.0,2,35.0,219
Yelahanka,1,654.0,1,38.0,215
others,2,1105.0,2,50.0,219
others,2,1000.0,2,51.0,219
others,3,1240.0,2,63.0,219
Bellandur,2,1200.0,2,45.0,41
Yelahanka New Town,3,1400.0,2,80.0,216
others,3,1393.0,3,54.0,219
Whitefield,2,1140.0,2,50.0,213
others,3,1640.0,3,70.0,219
others,2,1200.0,2,62.0,219
Yelenahalli,3,1650.0,3,68.0,217
Nagavara,4,2496.0,4,125.0,163
Chikkalasandra,2,1070.0,2,45.48,56
8th Phase JP Nagar,4,2600.0,4,115.0,8
others,3,1495.0,3,55.0,219
others,3,1400.0,3,53.0,219
Whitefield,3,1558.0,3,90.0,213
Balagere,2,1007.0,2,53.0,26
others,2,1054.0,2,53.0,219
Gollarapalya Hosahalli,2,996.0,2,49.0,76
others,2,1275.0,2,47.0,219
NRI Layout,2,1250.0,2,75.0,160
others,2,1394.0,2,52.0,219
others,2,1075.0,2,57.0,219
Rayasandra,4,1708.0,3,76.0,181
Harlur,2,1532.0,2,65.0,85
others,2,1220.0,2,54.89,219
others,3,1499.0,3,89.0,219
others,3,1280.0,2,55.0,219
Munnekollal,2,1170.0,2,59.0,156
Chikka Tirupathi,3,2646.0,3,99.0,54
Yelahanka,2,1633.0,2,72.0,215
others,2,905.0,2,50.0,219
Raja Rajeshwari Nagar,3,1510.0,2,55.0,176
Chikkalasandra,3,1390.0,2,60.47,56
Kasturi Nagar,2,1101.0,2,66.0,124
others,4,2736.0,4,130.0,219
others,2,1056.0,2,55.0,219
Electronics City Phase 1,3,1450.0,3,70.0,72
others,3,1770.0,3,90.0,219
JP Nagar,1,745.0,1,34.27,102
others,2,1152.0,2,57.0,219
Dodda Nekkundi,2,1100.0,2,46.75,63
others,3,2357.0,3,135.0,219
Akshaya Nagar,3,1820.0,4,95.0,12
Kanakpura Road,2,1240.0,2,65.0,120
Padmanabhanagar,3,1360.0,3,75.0,170
ISRO Layout,4,4200.0,4,255.0,100
Electronics City Phase 1,3,1450.0,2,63.51,72
Begur Road,3,1565.0,2,56.0,40
Margondanahalli,2,1100.0,2,55.0,154
others,3,1350.0,2,65.0,219
Kambipura,3,1083.0,2,48.0,116
Raja Rajeshwari Nagar,3,1550.0,3,86.8,176
Whitefield,2,1227.0,2,70.0,213
Electronic City Phase II,2,545.0,1,29.0,71
Mahadevpura,2,1152.0,2,54.0,149
Kenchenahalli,2,870.0,1,45.0,127
Kadubeesanahalli,3,1365.0,3,80.0,109
Whitefield,3,1495.0,2,60.55,213
Whitefield,2,1256.0,2,73.0,213
Kengeri,2,883.0,2,49.0,128
Bisuvanahalli,3,1080.0,2,45.0,45
others,2,497.0,1,25.0,219
9th Phase JP Nagar,2,1073.0,2,52.36,9
5th Phase JP Nagar,3,1550.0,3,75.0,5
Sarjapur  Road,3,1577.0,3,65.0,185
Kodigehaali,3,1324.0,3,65.0,132
Kothanur,3,1786.0,2,106.0,139
others,1,565.0,1,33.0,219
Electronic City,1,635.0,1,28.0,70
8th Phase JP Nagar,3,1368.0,2,54.71,8
Kanakpura Road,3,1450.0,3,55.0,120
Devanahalli,2,1045.0,2,48.0,62
Electronic City,2,1128.0,2,65.4,70
Bhoganhalli,2,1125.0,2,54.0,43
Whitefield,2,1195.0,2,62.38,213
Whitefield,3,1770.0,4,68.0,213
others,2,1000.0,2,55.0,219
Whitefield,2,1300.0,2,78.0,213
others,2,1045.0,2,42.0,219
others,2,1250.0,2,62.4,219
others,3,2400.0,4,130.0,219
Kanakpura Road,3,1420.0,3,68.0,120
others,3,1720.0,3,83.0,219
Anandapura,3,1200.0,2,66.0,16
Whitefield,3,1570.0,3,88.0,213
Sarjapur,2,535.0,1,20.0,184
Kenchenahalli,2,1150.0,2,60.0,127
Kodichikkanahalli,2,900.0,2,42.0,131
Bisuvanahalli,3,1180.0,2,55.5,45
Electronic City,2,1096.0,2,39.0,70
Yeshwanthpur,3,2504.0,3,138.0,218
others,1,420.0,1,23.5,219
others,2,940.0,2,40.0,219
others,3,1675.0,3,65.0,219
Tumkur Road,2,708.0,2,32.0,203
Talaghattapura,2,1100.0,2,49.49,198
others,2,1225.0,2,71.05,219
Kengeri Satellite Town,1,410.0,1,15.0,129
Gubbalala,2,1475.0,2,80.0,79
Kengeri Satellite Town,2,1120.0,2,49.0,129
KR Puram,2,1150.0,2,42.0,108
Mahadevpura,2,1212.0,2,56.9,149
Hegde Nagar,3,2087.01,3,115.0,88
Jalahalli East,1,775.0,1,34.1,105
others,3,1732.5,3,91.855,219
Raja Rajeshwari Nagar,2,1110.0,2,52.0,176
Chikka Tirupathi,4,2704.0,5,105.0,54
Bhoganhalli,2,1205.0,2,64.47,43
Dasanapura,4,2400.0,5,100.0,60
others,2,850.0,2,34.0,219
Raja Rajeshwari Nagar,3,1580.0,3,83.74,176
Hebbal,2,1040.0,2,55.0,86
others,3,1260.0,2,49.0,219
Kanakpura Road,3,1498.0,3,74.9,120
Vidyaranyapura,3,1200.0,2,65.0,208
Electronic City,2,1355.0,2,72.9,70
others,3,1450.0,3,65.0,219
Whitefield,2,1240.0,2,70.0,213
Kanakpura Road,3,1300.0,2,55.0,120
OMBR Layout,2,1101.0,2,66.0,167
Whitefield,2,1216.0,2,72.5,213
Ananth Nagar,3,1470.0,3,54.0,17
Bannerghatta Road,3,1365.0,3,76.18,35
Hosa Road,2,1364.0,2,64.79,95
Banashankari Stage VI,2,1180.0,2,59.47,31
others,3,1620.0,3,95.0,219
Doddakallasandra,2,1072.0,2,42.87,65
others,1,560.0,1,21.0,219
others,2,1156.0,2,46.0,219
Mallasandra,2,1565.0,2,69.0,150
Whitefield,3,2025.0,4,115.0,213
Ramagondanahalli,3,1635.0,3,61.0,179
others,2,1140.0,2,56.0,219
Yeshwanthpur,2,1163.0,2,64.08,218
Thubarahalli,3,1418.0,2,65.0,201
Varthur,2,1155.0,2,60.0,206
others,3,1485.0,3,78.0,219
Yelahanka,2,1445.0,2,82.0,215
 Devarachikkanahalli,3,1705.0,3,75.0,0
Bellandur,3,1830.0,3,90.0,41
Electronics City Phase 1,3,1450.0,3,58.0,72
Hoodi,2,1259.0,2,69.45,91
Subramanyapura,3,1260.0,2,73.0,195
Hennur Road,3,2050.0,3,120.0,90
others,2,1000.0,2,60.0,219
Raja Rajeshwari Nagar,3,1640.0,3,86.8,176
others,3,1488.0,2,65.0,219
Chikkalasandra,3,1265.0,2,53.12,56
9th Phase JP Nagar,3,1719.3,2,88.0,9
Kaggadasapura,2,1180.0,2,70.0,111
Kudlu Gate,2,1464.0,3,56.0,141
JP Nagar,6,1800.0,6,68.0,102
Yelahanka,2,1225.0,2,62.0,215
Hormavu,2,765.0,2,37.49,94
Yelahanka New Town,1,500.0,1,18.0,216
7th Phase JP Nagar,3,1400.0,2,57.0,7
Kenchenahalli,1,700.0,1,35.0,127
5th Phase JP Nagar,3,1485.0,2,66.0,5
Kanakpura Road,2,700.0,2,41.0,120
others,2,1050.0,2,43.5,219
Electronic City,2,770.0,1,35.0,70
Kudlu,2,1076.0,2,50.0,140
Kengeri,2,1052.0,2,51.0,128
Ramagondanahalli,2,1251.0,2,53.0,179
others,2,1140.0,2,49.0,219
Old Madras Road,2,1157.0,2,47.32,169
others,1,648.0,1,34.0,219
Kumaraswami Layout,3,2400.0,2,125.0,142
Rachenahalli,2,1200.0,2,46.5,175
others,2,1100.0,2,45.0,219
others,3,720.0,2,32.0,219
others,2,825.0,2,35.0,219
Gunjur,2,1063.0,2,40.0,80
Yelahanka,1,697.0,1,35.0,215
Bannerghatta Road,3,1532.5,3,79.465,35
others,2,1080.0,2,64.0,219
Doddakallasandra,2,1010.0,2,40.4,65
others,2,1100.0,2,61.0,219
Yelahanka,2,1065.0,2,41.38,215
Hebbal,3,1315.0,3,65.0,86
Kaggadasapura,2,960.0,2,45.0,111
others,2,800.0,1,29.0,219
others,2,1225.0,2,47.0,219
Whitefield,2,1020.0,2,45.0,213
Magadi Road,2,750.0,2,27.0,148
Varthur,2,1035.0,2,60.0,206
GM Palaya,3,1315.0,3,64.0,74
Bisuvanahalli,3,1075.0,2,48.0,45
Sarjapur  Road,3,1929.0,3,103.0,185
Kundalahalli,3,1800.0,3,110.0,143
Bharathi Nagar,3,1664.0,3,69.89,42
Kasavanhalli,2,1158.0,2,67.0,123
Hormavu,3,1420.0,3,58.0,94
Sarjapur  Road,2,1308.0,2,75.0,185
Hulimavu,4,2000.0,4,100.0,99
others,2,1152.0,2,42.0,219
Uttarahalli,3,1525.0,2,62.82,205
others,3,1465.0,2,88.0,219
HBR Layout,2,1198.0,2,65.0,81
others,2,1145.0,2,63.0,219
Attibele,2,1000.0,2,42.0,22
Marathahalli,3,1310.0,3,63.22,153
Panathur,3,1861.0,3,92.0,172
Uttarahalli,3,1265.0,2,65.0,205
others,2,1280.0,2,75.0,219
Raja Rajeshwari Nagar,3,1279.0,2,53.76,176
Uttarahalli,3,1590.0,3,57.0,205
others,3,1450.0,3,75.0,219
5th Phase JP Nagar,2,1030.0,2,57.0,5
Kanakpura Road,3,1570.0,3,65.93,120
7th Phase JP Nagar,2,1000.0,2,60.0,7
Gottigere,2,1205.0,2,56.58,77
Mysore Road,3,1560.0,2,83.3,158
Sanjay nagar,2,960.0,2,55.0,183
Mico Layout,1,800.0,1,29.5,155
Jakkur,2,1080.0,2,60.0,103
Hebbal,2,1150.0,2,55.0,86
Dasanapura,3,1286.0,2,68.0,60
Prithvi Layout,2,1352.0,2,72.0,173
Bommanahalli,2,1307.0,2,50.0,46
Channasandra,4,1500.0,4,89.45,53
others,3,1500.0,3,90.0,219
Thanisandra,2,1131.0,2,55.975,199
Whitefield,3,1600.0,3,69.1,213
Yelahanka,1,682.0,1,36.23,215
Vittasandra,3,1650.0,3,85.5,212
Gubbalala,4,2000.0,4,85.0,79
Yelahanka,2,1023.0,2,52.59,215
Jakkur,2,1260.0,2,71.195,103
Thanisandra,2,1343.0,2,75.0,199
Bommasandra,3,1365.0,3,52.81,47
Choodasandra,2,1075.0,2,45.0,57
Raja Rajeshwari Nagar,2,1090.0,2,57.0,176
others,3,1119.0,2,48.5,219
others,3,1355.0,2,58.25,219
Hennur Road,3,1445.0,2,86.69,90
Yeshwanthpur,2,1165.0,2,64.08,218
Hormavu,2,1081.5,2,38.665,94
Kothanur,3,1787.0,3,107.0,139
Sarjapur  Road,3,1797.0,4,95.0,185
others,2,1095.0,2,55.85,219
5th Phase JP Nagar,2,1200.0,2,68.0,5
Kanakpura Road,3,1450.0,3,65.0,120
Hosa Road,2,1016.0,2,45.0,95
Hoodi,4,2065.5,4,91.915,91
Kengeri,2,1220.0,2,63.0,128
Hosur Road,4,3000.0,4,160.0,98
Hormavu,2,1250.0,2,60.0,94
Jakkur,2,1424.0,2,80.0,103
Hennur Road,2,1297.0,2,49.9,90
Whitefield,3,1720.0,3,98.97,213
Chikkalasandra,2,1224.0,2,45.0,56
Yelahanka,3,1780.0,3,107.0,215
Electronics City Phase 1,3,1800.0,3,93.0,72
Budigere,2,1139.0,2,56.5,50
others,2,700.0,2,35.0,219
Kengeri,1,1150.0,1,52.0,128
Channasandra,3,1330.0,2,51.83,53
Kodigehaali,2,965.0,2,38.0,132
Whitefield,3,1600.0,3,95.0,213
others,2,1464.0,2,56.0,219
others,2,1840.0,1,95.0,219
Ramamurthy Nagar,2,1170.0,2,44.0,180
Bellandur,2,950.0,2,35.0,41
Electronic City,2,865.0,2,40.0,70
others,4,2400.0,4,89.0,219
Banashankari,2,600.0,1,27.0,27
Kalena Agrahara,3,1902.0,3,89.0,114
others,3,1639.0,3,77.89,219
Kasavanhalli,2,1214.0,2,67.0,123
Harlur,2,1386.0,2,85.0,85
Bannerghatta Road,3,1535.0,3,60.0,35
Bannerghatta Road,3,1655.0,3,90.0,35
Vidyaranyapura,2,1200.0,2,52.0,208
Horamavu Banaswadi,3,1610.0,3,68.0,93
